Customer ID,Age,Gender,Item Purchased,Purchase Amount (AUD),Review Rating,Payment Method,Previous Purchases,Flavour
931,26,Male,Gatorade Powder,14.8,4.5,Credit Card,20,Orange
932,24,Male,Gatorade Powder,14.8,4.1,Cash,24,Blue Bolt
933,62,Male,Gatorade Powder,14.8,3.2,Venmo,45,Berry
934,70,Male,Gatorade No Sugar,4.8,2.7,Debit Card,33,Orange
935,45,Male,G Active-No Sugar,7.8,3.7,Bank Transfer,21,Lemon-Lime
936,58,Male,Gatorade Powder,14.8,2.6,Credit Card,2,Tropical
937,31,Male,G Active-No Sugar,7.8,2.7,Debit Card,28,Lemon-Lime
938,32,Male,G Active-No Sugar,7.8,2.7,Debit Card,18,Grape
939,36,Male,Gatorade Powder,14.8,4.8,Bank Transfer,21,Tropical
940,25,Male,Gatorade No Sugar,4.8,4.8,Venmo,24,Lemon-Lime
941,48,Male,Gatorade Powder,14.8,2.6,PayPal,15,Berry
942,39,Male,Gatorade Sports Drink,3.8,4.5,Bank Transfer,38,Tropical
943,26,Male,Gatorade No Sugar,4.8,3.2,Cash,38,Orange
944,32,Male,Gatorade Sports Drink,3.8,3.8,PayPal,13,Tropical
945,54,Male,Gatorade Powder,14.8,4.8,Debit Card,39,Berry
946,38,Male,Gatorade Sports Drink,3.8,4.1,Debit Card,8,Orange
947,46,Male,G Active-No Sugar,7.8,2.8,PayPal,4,Tropical
948,57,Male,Gatorade No Sugar,4.8,3.9,Cash,6,Lemon-Lime
949,49,Male,Gatorade Powder,14.8,4.9,Venmo,11,Tropical
950,33,Male,Gatorade No Sugar,4.8,3.4,Cash,49,Lemon-Lime
951,54,Male,Gatorade No Sugar,4.8,4.1,Cash,30,Lemon-Lime
952,47,Male,G Active-No Sugar,7.8,2.9,Venmo,34,Orange
953,36,Male,G Active-No Sugar,7.8,3.1,Bank Transfer,28,Orange
954,68,Male,Gatorade Powder,14.8,3.6,Credit Card,36,Lemon-Lime
955,60,Male,Gatorade Powder,14.8,3.5,Venmo,18,Grape
956,55,Male,Gatorade Powder,14.8,3.4,Venmo,4,Berry
957,29,Male,Gatorade Sports Drink,3.8,2.9,Venmo,42,Blue Bolt
958,38,Male,Gatorade No Sugar,4.8,4.7,Bank Transfer,11,Orange
959,70,Male,G Active-No Sugar,7.8,4.4,Cash,31,Blue Bolt
960,36,Male,Gatorade Sports Drink,3.8,2.6,Cash,12,Lemon-Lime
961,18,Male,G Active-No Sugar,7.8,4.4,Debit Card,20,Berry
962,62,Male,G Active-No Sugar,7.8,3.7,Venmo,37,Orange
963,29,Male,Gatorade Powder,14.8,4.4,Cash,26,Tropical
964,21,Male,Gatorade No Sugar,4.8,2.5,Cash,14,Grape
965,42,Male,Gatorade No Sugar,4.8,2.6,Bank Transfer,12,Orange
966,43,Male,G Active-No Sugar,7.8,5,Debit Card,10,Orange
967,58,Male,Gatorade Sports Drink,3.8,4.9,Cash,19,Berry
968,27,Male,Gatorade Sports Drink,3.8,3.7,Debit Card,4,Grape
969,57,Male,G Active-No Sugar,7.8,3.1,Debit Card,48,Blue Bolt
970,40,Male,Gatorade Sports Drink,3.8,3.2,Debit Card,37,Grape
971,45,Male,Gatorade Powder,14.8,4.4,PayPal,4,Berry
972,47,Male,Gatorade Sports Drink,3.8,4.3,Bank Transfer,15,Tropical
973,61,Male,G Active-No Sugar,7.8,3,Venmo,33,Berry
974,60,Male,Gatorade Powder,14.8,3.5,Venmo,30,Blue Bolt
975,69,Male,Gatorade Powder,14.8,3.6,Credit Card,23,Orange
976,58,Male,Gatorade No Sugar,4.8,3.8,Bank Transfer,2,Blue Bolt
977,34,Male,Gatorade Sports Drink,3.8,3.6,PayPal,50,Berry
978,20,Male,G Active-No Sugar,7.8,4.6,Credit Card,34,Tropical
979,56,Male,Gatorade Sports Drink,3.8,2.5,Cash,33,Orange
980,64,Male,Gatorade Powder,14.8,3.5,Venmo,34,Tropical
981,56,Male,Gatorade Powder,14.8,4,Bank Transfer,39,Tropical
982,27,Male,Gatorade Sports Drink,3.8,3.5,Debit Card,47,Grape
983,35,Male,Gatorade Powder,14.8,3.2,Venmo,37,Grape
984,24,Male,Gatorade Sports Drink,3.8,3.5,Credit Card,40,Blue Bolt
985,26,Male,Gatorade Powder,14.8,3.4,Cash,8,Orange
986,32,Male,Gatorade No Sugar,4.8,5,Credit Card,12,Blue Bolt
987,54,Male,Gatorade Sports Drink,3.8,4.5,Credit Card,36,Tropical
988,62,Male,Gatorade No Sugar,4.8,2.8,PayPal,48,Grape
989,50,Male,Gatorade Powder,14.8,4.9,Venmo,47,Lemon-Lime
990,70,Male,Gatorade No Sugar,4.8,3.1,Bank Transfer,2,Grape
991,48,Male,Gatorade Sports Drink,3.8,4.8,PayPal,24,Berry
992,20,Male,Gatorade Powder,14.8,2.7,Debit Card,40,Berry
993,46,Male,Gatorade Powder,14.8,4.6,Credit Card,50,Berry
994,51,Male,Gatorade Powder,14.8,4.4,Cash,25,Lemon-Lime
995,53,Male,Gatorade Sports Drink,3.8,3.2,PayPal,20,Orange
996,44,Male,G Active-No Sugar,7.8,3,Venmo,10,Lemon-Lime
997,29,Male,Gatorade No Sugar,4.8,4.9,Bank Transfer,32,Lemon-Lime
998,64,Male,G Active-No Sugar,7.8,3.6,Debit Card,31,Tropical
999,51,Male,Gatorade Sports Drink,3.8,3.8,Venmo,48,Tropical
1000,50,Male,Gatorade Sports Drink,3.8,2.9,Venmo,23,Lemon-Lime
1001,43,Male,Gatorade Powder,14.8,3.9,Credit Card,1,Tropical
1002,61,Male,Gatorade No Sugar,4.8,3.6,Credit Card,4,Tropical
1003,55,Male,Gatorade Sports Drink,3.8,3.5,Credit Card,3,Grape
1004,56,Male,Gatorade No Sugar,4.8,4,Cash,3,Tropical
1005,33,Male,Gatorade No Sugar,4.8,4.8,Cash,44,Grape
1006,43,Male,G Active-No Sugar,7.8,3.9,Credit Card,5,Orange
1007,21,Male,Gatorade Sports Drink,3.8,4.5,Credit Card,50,Berry
1008,58,Male,Gatorade Powder,14.8,4.8,Venmo,2,Lemon-Lime
1009,41,Male,Gatorade No Sugar,4.8,2.6,Cash,29,Tropical
1010,39,Male,Gatorade Powder,14.8,3.1,Bank Transfer,11,Berry
1011,54,Male,Gatorade Powder,14.8,4.7,PayPal,37,Orange
1012,43,Male,Gatorade Powder,14.8,2.9,PayPal,32,Orange
1013,28,Male,Gatorade Sports Drink,3.8,3.8,Cash,27,Lemon-Lime
1014,59,Male,G Active-No Sugar,7.8,3.8,Bank Transfer,31,Tropical
1015,28,Male,G Active-No Sugar,7.8,3,Bank Transfer,36,Berry
1016,68,Male,Gatorade Sports Drink,3.8,4.1,Debit Card,34,Lemon-Lime
1017,20,Male,G Active-No Sugar,7.8,3.4,Cash,15,Grape
1018,21,Male,Gatorade Sports Drink,3.8,2.5,Cash,14,Orange
1019,50,Male,G Active-No Sugar,7.8,4.9,Credit Card,46,Tropical
1020,32,Male,Gatorade Powder,14.8,2.8,Debit Card,33,Grape
1021,24,Male,Gatorade Powder,14.8,4.5,Bank Transfer,41,Grape
1022,55,Male,G Active-No Sugar,7.8,4.9,Credit Card,39,Tropical
1023,61,Male,Gatorade Sports Drink,3.8,4.9,Cash,7,Orange
1024,61,Male,Gatorade Powder,14.8,3.5,Bank Transfer,29,Grape
1025,28,Male,Gatorade No Sugar,4.8,3.5,Debit Card,18,Berry
1026,60,Male,Gatorade Sports Drink,3.8,4.9,Bank Transfer,15,Blue Bolt
1027,49,Male,G Active-No Sugar,7.8,3,Venmo,39,Grape
1028,33,Male,G Active-No Sugar,7.8,2.8,Cash,11,Blue Bolt
1029,45,Male,Gatorade Sports Drink,3.8,3.7,Venmo,4,Grape
1030,29,Male,G Active-No Sugar,7.8,3.6,Credit Card,33,Tropical
1031,58,Male,Gatorade Powder,14.8,3.3,Credit Card,37,Tropical
1032,22,Male,Gatorade Powder,14.8,3.4,Cash,32,Blue Bolt
1033,55,Male,Gatorade Sports Drink,3.8,4,Bank Transfer,44,Tropical
1034,19,Male,Gatorade Sports Drink,3.8,4.6,Credit Card,41,Lemon-Lime
1035,68,Male,G Active-No Sugar,7.8,4.2,Venmo,44,Grape
1036,61,Male,Gatorade Powder,14.8,2.8,Venmo,32,Berry
1037,68,Male,Gatorade Powder,14.8,3.7,Credit Card,13,Orange
1038,52,Male,Gatorade Powder,14.8,3.4,Bank Transfer,48,Blue Bolt
1039,41,Male,Gatorade No Sugar,4.8,3,Bank Transfer,3,Orange
1040,29,Male,G Active-No Sugar,7.8,4.8,PayPal,39,Tropical
1041,68,Male,Gatorade No Sugar,4.8,4,Venmo,7,Grape
1042,36,Male,Gatorade No Sugar,4.8,4.9,Venmo,11,Tropical
1043,55,Male,G Active-No Sugar,7.8,4.9,Venmo,47,Tropical
1044,28,Male,G Active-No Sugar,7.8,3.3,Bank Transfer,28,Blue Bolt
1045,39,Male,Gatorade Sports Drink,3.8,4.4,Credit Card,17,Grape
1046,54,Male,Gatorade Powder,14.8,3.5,Cash,11,Orange
1047,40,Male,G Active-No Sugar,7.8,4.2,Credit Card,12,Orange
1048,31,Male,Gatorade No Sugar,4.8,4.2,Debit Card,7,Blue Bolt
1049,30,Male,Gatorade Powder,14.8,2.7,Cash,19,Blue Bolt
1050,45,Male,G Active-No Sugar,7.8,2.8,Credit Card,24,Berry
1051,48,Male,Gatorade Sports Drink,3.8,3.8,Credit Card,19,Orange
1052,45,Male,G Active-No Sugar,7.8,2.6,PayPal,39,Berry
1053,60,Male,Gatorade Sports Drink,3.8,3,Venmo,1,Grape
1054,59,Male,Gatorade Powder,14.8,3.3,Cash,10,Orange
1055,18,Male,Gatorade No Sugar,4.8,4.9,Debit Card,48,Grape
1056,70,Male,Gatorade No Sugar,4.8,3.3,PayPal,24,Lemon-Lime
1057,20,Male,G Active-No Sugar,7.8,2.9,Debit Card,42,Grape
1058,65,Male,Gatorade Powder,14.8,4.4,Bank Transfer,20,Blue Bolt
1059,29,Male,G Active-No Sugar,7.8,3.1,Credit Card,49,Berry
1060,22,Male,Gatorade No Sugar,4.8,2.5,Venmo,25,Blue Bolt
1061,27,Male,Gatorade Powder,14.8,2.6,PayPal,21,Orange
1062,36,Male,Gatorade No Sugar,4.8,4.4,Debit Card,12,Berry
1063,59,Male,G Active-No Sugar,7.8,2.6,Venmo,21,Lemon-Lime
1064,62,Male,Gatorade Sports Drink,3.8,3.3,Bank Transfer,35,Tropical
1065,34,Male,G Active-No Sugar,7.8,3.5,Debit Card,42,Blue Bolt
1066,59,Male,G Active-No Sugar,7.8,4.1,Cash,3,Blue Bolt
1067,49,Male,G Active-No Sugar,7.8,4,Credit Card,11,Lemon-Lime
1068,18,Male,G Active-No Sugar,7.8,2.7,Venmo,22,Tropical
1069,55,Male,Gatorade No Sugar,4.8,2.5,Bank Transfer,47,Lemon-Lime
1070,38,Male,Gatorade Sports Drink,3.8,4.3,Credit Card,33,Orange
1071,50,Male,Gatorade No Sugar,4.8,3.3,Venmo,50,Grape
1072,61,Male,G Active-No Sugar,7.8,2.6,Cash,46,Tropical
1073,48,Male,Gatorade Powder,14.8,3.5,Bank Transfer,34,Grape
1074,22,Male,Gatorade Powder,14.8,4,Cash,33,Blue Bolt
1075,48,Male,Gatorade Sports Drink,3.8,2.6,PayPal,45,Tropical
1076,57,Male,Gatorade Powder,14.8,4.9,Debit Card,32,Lemon-Lime
1077,33,Male,Gatorade Sports Drink,3.8,2.9,Bank Transfer,47,Berry
1078,58,Male,Gatorade Sports Drink,3.8,3.7,Cash,5,Tropical
1079,37,Male,Gatorade No Sugar,4.8,4.4,Cash,49,Berry
1080,18,Male,Gatorade Sports Drink,3.8,4.4,Bank Transfer,48,Berry
1081,65,Male,G Active-No Sugar,7.8,3.8,Bank Transfer,22,Berry
1082,62,Male,Gatorade No Sugar,4.8,4.5,Cash,45,Berry
1083,54,Male,G Active-No Sugar,7.8,2.6,PayPal,30,Berry
1084,35,Male,Gatorade Sports Drink,3.8,3.3,Credit Card,43,Grape
1085,34,Male,G Active-No Sugar,7.8,4.1,Credit Card,48,Lemon-Lime
1086,25,Male,Gatorade Powder,14.8,3,PayPal,23,Orange
1087,53,Male,Gatorade Powder,14.8,3,PayPal,27,Tropical
1088,45,Male,G Active-No Sugar,7.8,3.4,PayPal,7,Lemon-Lime
1089,49,Male,Gatorade No Sugar,4.8,2.7,Bank Transfer,2,Berry
1090,40,Male,Gatorade Powder,14.8,3.8,Debit Card,33,Orange
1091,38,Male,Gatorade Powder,14.8,4.2,Bank Transfer,27,Tropical
1092,44,Male,Gatorade Sports Drink,3.8,4.7,Cash,6,Orange
1093,68,Male,Gatorade Sports Drink,3.8,4.1,Credit Card,20,Orange
1094,60,Male,G Active-No Sugar,7.8,4.2,PayPal,46,Lemon-Lime
1095,25,Male,Gatorade Powder,14.8,4.8,Credit Card,25,Lemon-Lime
1096,19,Male,Gatorade Sports Drink,3.8,3,Debit Card,30,Grape
1097,57,Male,Gatorade No Sugar,4.8,2.6,Credit Card,48,Berry
1098,58,Male,Gatorade Sports Drink,3.8,3.2,Venmo,47,Lemon-Lime
1099,49,Male,Gatorade Sports Drink,3.8,3.6,PayPal,27,Grape
1100,19,Male,Gatorade No Sugar,4.8,2.6,Cash,45,Lemon-Lime
1101,50,Male,Gatorade Powder,14.8,4.4,Debit Card,2,Grape
1102,30,Male,Gatorade Sports Drink,3.8,3,Cash,39,Blue Bolt
1103,52,Male,Gatorade Powder,14.8,2.9,Credit Card,24,Berry
1104,35,Male,Gatorade Sports Drink,3.8,4.3,Debit Card,8,Orange
1105,35,Male,G Active-No Sugar,7.8,3.1,Bank Transfer,8,Grape
1106,33,Male,G Active-No Sugar,7.8,3,Credit Card,6,Berry
1107,52,Male,Gatorade Sports Drink,3.8,3.6,Credit Card,12,Grape
1108,69,Male,Gatorade No Sugar,4.8,2.8,Venmo,26,Orange
1109,27,Male,G Active-No Sugar,7.8,2.8,Venmo,50,Blue Bolt
1110,66,Male,G Active-No Sugar,7.8,4.9,Debit Card,2,Lemon-Lime
1111,28,Male,Gatorade No Sugar,4.8,3,Debit Card,31,Lemon-Lime
1112,22,Male,Gatorade No Sugar,4.8,4.1,Bank Transfer,4,Lemon-Lime
1113,69,Male,Gatorade Powder,14.8,4.6,Credit Card,32,Orange
1114,28,Male,Gatorade Powder,14.8,4.8,Cash,11,Orange
1115,55,Male,Gatorade Powder,14.8,2.6,Cash,47,Berry
1116,30,Male,Gatorade Powder,14.8,4,Bank Transfer,37,Lemon-Lime
1117,67,Male,G Active-No Sugar,7.8,4.2,Venmo,39,Tropical
1118,25,Male,Gatorade No Sugar,4.8,4.5,PayPal,24,Lemon-Lime
1119,49,Male,Gatorade No Sugar,4.8,4.9,Debit Card,11,Berry
1120,34,Male,Gatorade Powder,14.8,3.1,Venmo,36,Orange
1121,22,Male,Gatorade Powder,14.8,4,Venmo,40,Tropical
1122,63,Male,Gatorade No Sugar,4.8,3.2,Cash,25,Lemon-Lime
1123,70,Male,Gatorade No Sugar,4.8,4.3,PayPal,12,Tropical
1124,36,Male,Gatorade Sports Drink,3.8,2.5,Debit Card,38,Tropical
1125,42,Male,Gatorade Powder,14.8,4.9,Debit Card,40,Grape
1126,27,Male,Gatorade No Sugar,4.8,2.7,Debit Card,10,Blue Bolt
1127,23,Male,G Active-No Sugar,7.8,3.4,Venmo,47,Lemon-Lime
1128,50,Male,Gatorade No Sugar,4.8,4.8,Venmo,22,Berry
1129,56,Male,Gatorade No Sugar,4.8,4.7,PayPal,35,Grape
1130,37,Male,Gatorade No Sugar,4.8,4.7,Credit Card,46,Grape
1131,67,Male,Gatorade Powder,14.8,3.9,Cash,30,Berry
1132,67,Male,G Active-No Sugar,7.8,3.7,Credit Card,20,Berry
1133,50,Male,G Active-No Sugar,7.8,4.3,PayPal,25,Blue Bolt
1134,36,Male,Gatorade No Sugar,4.8,4.1,PayPal,29,Grape
1135,62,Male,Gatorade No Sugar,4.8,4.6,Bank Transfer,2,Orange
1136,65,Male,Gatorade Powder,14.8,3.6,PayPal,32,Grape
1137,23,Male,Gatorade Powder,14.8,4.8,Debit Card,37,Orange
1138,46,Male,Gatorade No Sugar,4.8,2.8,Credit Card,16,Berry
1139,18,Male,Gatorade No Sugar,4.8,4.7,Venmo,32,Tropical
1140,58,Male,Gatorade No Sugar,4.8,3.9,PayPal,42,Lemon-Lime
1141,31,Male,G Active-No Sugar,7.8,2.6,Cash,6,Orange
1142,39,Male,G Active-No Sugar,7.8,4.7,Debit Card,23,Grape
1143,69,Male,Gatorade Sports Drink,3.8,3.5,Cash,27,Berry
1144,68,Male,Gatorade Powder,14.8,4.4,Cash,43,Lemon-Lime
1145,41,Male,Gatorade No Sugar,4.8,4.4,PayPal,25,Lemon-Lime
1146,31,Male,G Active-No Sugar,7.8,3,Venmo,30,Berry
1147,48,Male,Gatorade Powder,14.8,4.2,Debit Card,7,Blue Bolt
1148,59,Male,Gatorade No Sugar,4.8,4.3,PayPal,17,Berry
1149,34,Male,Gatorade Sports Drink,3.8,2.6,Bank Transfer,10,Blue Bolt
1150,21,Male,G Active-No Sugar,7.8,3.3,Cash,40,Orange
1151,29,Male,Gatorade Sports Drink,3.8,2.7,Debit Card,50,Berry
1152,41,Male,G Active-No Sugar,7.8,4.2,Bank Transfer,24,Blue Bolt
1153,62,Male,Gatorade No Sugar,4.8,4,Cash,8,Orange
1154,27,Male,Gatorade Powder,14.8,4,PayPal,6,Blue Bolt
1155,49,Male,G Active-No Sugar,7.8,2.9,Venmo,44,Tropical
1156,67,Male,Gatorade Powder,14.8,2.6,Debit Card,47,Blue Bolt
1157,20,Male,Gatorade No Sugar,4.8,4.8,PayPal,6,Orange
1158,37,Male,Gatorade Powder,14.8,4.4,Credit Card,11,Lemon-Lime
1159,69,Male,Gatorade No Sugar,4.8,4,Venmo,41,Grape
1160,66,Male,G Active-No Sugar,7.8,3.6,Debit Card,46,Blue Bolt
1161,37,Male,Gatorade Powder,14.8,3.2,Cash,9,Orange
1162,63,Male,Gatorade Powder,14.8,3.1,Bank Transfer,37,Blue Bolt
1163,47,Male,G Active-No Sugar,7.8,4.2,Venmo,13,Grape
1164,26,Male,Gatorade Powder,14.8,3,Credit Card,24,Tropical
1165,68,Male,Gatorade Powder,14.8,4.2,Credit Card,47,Berry
1166,51,Male,Gatorade No Sugar,4.8,2.9,Cash,21,Tropical
1167,48,Male,Gatorade No Sugar,4.8,3.7,Cash,22,Tropical
1168,60,Male,G Active-No Sugar,7.8,3.6,PayPal,16,Tropical
1169,68,Male,Gatorade Sports Drink,3.8,3.6,PayPal,37,Orange
1170,25,Male,Gatorade Sports Drink,3.8,4.5,Venmo,3,Tropical
1171,57,Male,Gatorade Powder,14.8,3.2,Bank Transfer,33,Tropical
1172,41,Male,G Active-No Sugar,7.8,3.9,Bank Transfer,15,Grape
1173,59,Male,Gatorade No Sugar,4.8,4.6,Credit Card,42,Lemon-Lime
1174,44,Male,Gatorade Sports Drink,3.8,2.5,Credit Card,42,Grape
1175,42,Male,G Active-No Sugar,7.8,4.3,Cash,19,Lemon-Lime
1176,35,Male,Gatorade Sports Drink,3.8,4.1,Credit Card,26,Grape
1177,36,Male,G Active-No Sugar,7.8,4.6,Credit Card,39,Berry
1178,54,Male,G Active-No Sugar,7.8,4.8,Cash,24,Blue Bolt
1179,37,Male,Gatorade No Sugar,4.8,4.9,Credit Card,23,Blue Bolt
1180,20,Male,Gatorade No Sugar,4.8,2.8,Debit Card,44,Berry
1181,23,Male,Gatorade Sports Drink,3.8,4.9,Cash,34,Berry
1182,61,Male,Gatorade Sports Drink,3.8,3.5,Cash,43,Orange
1183,37,Male,Gatorade No Sugar,4.8,3.8,Debit Card,45,Grape
1184,23,Male,G Active-No Sugar,7.8,4.5,PayPal,4,Orange
1185,63,Male,Gatorade Powder,14.8,3.4,Bank Transfer,19,Lemon-Lime
1186,47,Male,G Active-No Sugar,7.8,3.9,Debit Card,29,Blue Bolt
1187,63,Male,Gatorade Sports Drink,3.8,4.1,Cash,27,Berry
1188,56,Male,G Active-No Sugar,7.8,3,Cash,37,Orange
1189,68,Male,Gatorade Powder,14.8,3.3,Credit Card,11,Lemon-Lime
1190,64,Male,Gatorade Powder,14.8,4.9,Venmo,28,Berry
1191,62,Male,G Active-No Sugar,7.8,4.3,Bank Transfer,31,Orange
1192,34,Male,Gatorade Powder,14.8,4.1,Debit Card,50,Blue Bolt
1193,49,Male,Gatorade No Sugar,4.8,4,PayPal,42,Berry
1194,40,Male,G Active-No Sugar,7.8,5,Venmo,18,Lemon-Lime
1195,50,Male,Gatorade Powder,14.8,3.1,Debit Card,6,Lemon-Lime
1196,25,Male,Gatorade Sports Drink,3.8,4,Cash,33,Blue Bolt
1197,30,Male,G Active-No Sugar,7.8,3.2,PayPal,13,Lemon-Lime
1198,54,Male,Gatorade Powder,14.8,3.9,Debit Card,26,Orange
1199,40,Male,Gatorade Sports Drink,3.8,3.9,Bank Transfer,17,Lemon-Lime
1200,49,Male,Gatorade Powder,14.8,4.5,Credit Card,3,Berry
1201,27,Male,Gatorade Sports Drink,3.8,4.4,Bank Transfer,7,Tropical
1202,27,Male,Gatorade No Sugar,4.8,3.1,Cash,46,Berry
1203,48,Male,Gatorade Sports Drink,3.8,2.9,Bank Transfer,14,Orange
1204,40,Male,Gatorade Sports Drink,3.8,3.7,Bank Transfer,23,Blue Bolt
1205,67,Male,Gatorade Powder,14.8,3.2,Bank Transfer,20,Berry
1206,52,Male,G Active-No Sugar,7.8,3.5,Credit Card,38,Orange
1207,22,Male,Gatorade Powder,14.8,3,Cash,16,Tropical
1208,62,Male,G Active-No Sugar,7.8,4.1,Venmo,48,Orange
1209,20,Male,Gatorade Sports Drink,3.8,2.9,Cash,8,Grape
1210,41,Male,Gatorade Powder,14.8,3.8,PayPal,16,Orange
1211,34,Male,G Active-No Sugar,7.8,4.1,PayPal,5,Orange
1212,23,Male,Gatorade Sports Drink,3.8,4.6,Venmo,14,Berry
1213,32,Male,G Active-No Sugar,7.8,2.5,Venmo,18,Orange
1214,68,Male,Gatorade No Sugar,4.8,3.7,Cash,14,Grape
1215,30,Male,Gatorade Sports Drink,3.8,3.8,Cash,5,Grape
1216,66,Male,Gatorade Powder,14.8,2.6,Cash,15,Berry
1217,62,Male,G Active-No Sugar,7.8,3.7,PayPal,3,Lemon-Lime
1218,50,Male,Gatorade Sports Drink,3.8,2.6,Debit Card,12,Orange
1219,55,Male,G Active-No Sugar,7.8,3.1,Venmo,43,Orange
1220,19,Male,Gatorade Sports Drink,3.8,2.5,Bank Transfer,35,Berry
1221,67,Male,Gatorade No Sugar,4.8,4.9,Bank Transfer,36,Tropical
1222,18,Male,Gatorade Powder,14.8,4.5,Bank Transfer,3,Orange
1223,58,Male,Gatorade Sports Drink,3.8,3.4,Bank Transfer,27,Orange
1224,69,Male,Gatorade Powder,14.8,3.9,Credit Card,21,Blue Bolt
1225,62,Male,Gatorade No Sugar,4.8,3.7,Bank Transfer,18,Grape
1226,28,Male,Gatorade No Sugar,4.8,2.6,Credit Card,16,Lemon-Lime
1227,53,Male,Gatorade No Sugar,4.8,3.4,PayPal,18,Blue Bolt
1228,27,Male,Gatorade No Sugar,4.8,4.9,Venmo,19,Lemon-Lime
1229,55,Male,G Active-No Sugar,7.8,3.9,Venmo,1,Blue Bolt
1230,34,Male,G Active-No Sugar,7.8,3.6,Venmo,39,Blue Bolt
1231,25,Male,Gatorade No Sugar,4.8,4.6,Debit Card,49,Blue Bolt
1232,66,Male,G Active-No Sugar,7.8,4,Credit Card,43,Orange
1233,57,Male,Gatorade Sports Drink,3.8,3.6,Cash,31,Lemon-Lime
1234,46,Male,G Active-No Sugar,7.8,3.5,Cash,40,Lemon-Lime
1235,38,Male,G Active-No Sugar,7.8,4.1,Cash,2,Lemon-Lime
1236,23,Male,G Active-No Sugar,7.8,3,Bank Transfer,46,Orange
1237,42,Male,G Active-No Sugar,7.8,4.4,PayPal,35,Berry
1238,25,Male,Gatorade Powder,14.8,4.4,Credit Card,42,Blue Bolt
1239,55,Male,Gatorade Sports Drink,3.8,3.7,PayPal,3,Blue Bolt
1240,62,Male,Gatorade No Sugar,4.8,4.8,PayPal,32,Grape
1241,41,Male,G Active-No Sugar,7.8,2.9,Debit Card,48,Berry
1242,58,Male,Gatorade Powder,14.8,3.1,Cash,34,Orange
1243,56,Male,Gatorade No Sugar,4.8,4,Bank Transfer,15,Tropical
1244,25,Male,Gatorade Powder,14.8,3,PayPal,22,Berry
1245,70,Male,G Active-No Sugar,7.8,3.9,Cash,2,Orange
1246,42,Male,Gatorade Sports Drink,3.8,3.4,Bank Transfer,30,Berry
1247,27,Male,Gatorade Powder,14.8,2.7,Credit Card,27,Lemon-Lime
1248,65,Male,G Active-No Sugar,7.8,3.5,Bank Transfer,18,Tropical
1249,62,Male,G Active-No Sugar,7.8,3,Credit Card,8,Berry
1250,62,Male,Gatorade Sports Drink,3.8,4.5,PayPal,48,Grape
1251,52,Male,Gatorade Sports Drink,3.8,4.1,Cash,24,Tropical
1252,56,Male,Gatorade No Sugar,4.8,5,Debit Card,43,Berry
1253,28,Male,Gatorade Powder,14.8,4,Venmo,8,Blue Bolt
1254,39,Male,Gatorade Powder,14.8,4.9,Venmo,49,Grape
1255,54,Male,Gatorade Sports Drink,3.8,3.3,Cash,2,Orange
1256,30,Male,G Active-No Sugar,7.8,4.1,Credit Card,38,Tropical
1257,45,Male,G Active-No Sugar,7.8,3.6,Cash,4,Grape
1258,68,Male,G Active-No Sugar,7.8,3,Cash,31,Berry
1259,47,Male,Gatorade No Sugar,4.8,4.1,Debit Card,34,Blue Bolt
1260,68,Male,Gatorade No Sugar,4.8,3.9,Bank Transfer,45,Tropical
1261,63,Male,Gatorade Sports Drink,3.8,4.1,Venmo,30,Tropical
1262,20,Male,Gatorade Sports Drink,3.8,2.8,Venmo,2,Blue Bolt
1263,29,Male,Gatorade Powder,14.8,4.8,Debit Card,44,Tropical
1264,41,Male,Gatorade Sports Drink,3.8,4.6,Bank Transfer,1,Orange
1265,52,Male,G Active-No Sugar,7.8,2.5,Venmo,1,Tropical
1266,32,Male,G Active-No Sugar,7.8,2.7,Bank Transfer,27,Orange
1267,20,Male,Gatorade Powder,14.8,4,Cash,14,Orange
1268,47,Male,Gatorade Sports Drink,3.8,2.7,Credit Card,41,Lemon-Lime
1269,23,Male,Gatorade Sports Drink,3.8,2.9,Venmo,25,Orange
1270,43,Male,Gatorade Sports Drink,3.8,3,PayPal,47,Lemon-Lime
1271,67,Male,Gatorade Powder,14.8,3.3,Cash,20,Berry
1272,70,Male,Gatorade Powder,14.8,4.3,Cash,42,Blue Bolt
1273,35,Male,Gatorade No Sugar,4.8,4.4,Debit Card,16,Berry
1274,41,Male,Gatorade No Sugar,4.8,4.1,Cash,32,Grape
1275,54,Male,Gatorade Sports Drink,3.8,3.1,Cash,37,Lemon-Lime
1276,55,Male,G Active-No Sugar,7.8,4.5,PayPal,1,Berry
1277,51,Male,G Active-No Sugar,7.8,4.8,PayPal,37,Tropical
1278,19,Male,G Active-No Sugar,7.8,5,Debit Card,5,Lemon-Lime
1279,28,Male,Gatorade No Sugar,4.8,2.8,Credit Card,31,Orange
1280,63,Male,Gatorade Powder,14.8,3.7,PayPal,18,Lemon-Lime
1281,30,Male,Gatorade No Sugar,4.8,4.4,PayPal,39,Lemon-Lime
1282,29,Male,Gatorade Sports Drink,3.8,4.5,Cash,8,Berry
1283,24,Male,Gatorade No Sugar,4.8,3,Debit Card,20,Tropical
1284,69,Male,G Active-No Sugar,7.8,3.9,Credit Card,23,Blue Bolt
1285,65,Male,Gatorade No Sugar,4.8,3.9,Bank Transfer,38,Grape
1286,64,Male,Gatorade Sports Drink,3.8,3.5,Venmo,45,Blue Bolt
